Gen	theta_1ABCDEF	theta_2GHIJKLM	theta_3NOPRTUV	theta_8ABCDEFNOPRTUVSXZGHIJKLMY	theta_9ABCDEFNOPRTUVSXZ	theta_10NOPRTUVSXZ	theta_11NOPRTUVS	theta_12XZ	theta_13GHIJKLMY	tau_8ABCDEFNOPRTUVSXZGHIJKLMY	tau_9ABCDEFNOPRTUVSXZ	tau_10NOPRTUVSXZ	tau_11NOPRTUVS	tau_12XZ	tau_13GHIJKLMY	lnL
15300	0.001063	0.001774	0.012136	0.003568	0.017108	0.002442	0.001688	0.002223	0.001257	0.009648	0.007555	0.005698	0.003114	0.002820	0.007172	-4692.591
15400	0.001019	0.001103	0.007609	0.002991	0.002320	0.001475	0.001735	0.003622	0.002482	0.006950	0.006531	0.005057	0.003575	0.002487	0.005911	-4695.440
15500	0.000721	0.001137	0.003868	0.003105	0.005130	0.001180	0.001787	0.001835	0.008301	0.006449	0.005662	0.004526	0.003065	0.003232	0.005790	-4695.871
15600	0.002270	0.001703	0.008837	0.003382	0.002738	0.002326	0.002491	0.005487	0.001863	0.007823	0.007326	0.004643	0.003203	0.004338	0.005695	-4692.520
15700	0.000940	0.001747	0.008573	0.005643	0.001525	0.004866	0.001459	0.001150	0.003310	0.007110	0.006653	0.005435	0.003030	0.001910	0.002796	-4692.838
15800	0.001411	0.001868	0.003142	0.004427	0.000451	0.001483	0.002355	0.003026	0.000790	0.007272	0.007229	0.005541	0.003176	0.003737	0.007000	-4696.625
15900	0.000849	0.001248	0.015803	0.002335	0.004961	0.001633	0.002121	0.000956	0.003986	0.009117	0.007021	0.005101	0.003062	0.004983	0.004230	-4703.232
16000	0.002214	0.001297	0.005748	0.002681	0.006918	0.002026	0.003332	0.003299	0.003519	0.010512	0.010457	0.005933	0.004685	0.002595	0.008822	-4700.829
16100	0.000973	0.001555	0.005189	0.006412	0.005720	0.002755	0.001467	0.000811	0.002162	0.008417	0.008269	0.005708	0.002459	0.001899	0.004724	-4690.309
16200	0.001323	0.001296	0.003728	0.003574	0.006573	0.000544	0.003851	0.001299	0.002669	0.006872	0.006738	0.006217	0.004622	0.003478	0.006229	-4698.707
16300	0.001609	0.002126	0.008073	0.003384	0.010182	0.001495	0.001759	0.001386	0.002137	0.008539	0.008431	0.005017	0.004189	0.003794	0.007092	-4692.647
16400	0.000749	0.000619	0.013199	0.003676	0.001552	0.001051	0.001820	0.001754	0.007796	0.008640	0.007239	0.006434	0.003031	0.004683	0.007123	-4700.139
16500	0.000728	0.001671	0.014982	0.006998	0.006114	0.002038	0.002414	0.001691	0.001730	0.008487	0.007921	0.004317	0.003508	0.004108	0.007717	-4698.271
16600	0.000825	0.000841	0.005785	0.004224	0.001744	0.000783	0.001382	0.002528	0.001942	0.008611	0.008540	0.007371	0.003977	0.002918	0.007296	-4700.493
16700	0.001462	0.001430	0.003878	0.001959	0.002387	0.003704	0.002435	0.002477	0.004811	0.010526	0.009705	0.005036	0.002676	0.002656	0.004610	-4703.693
16800	0.001168	0.000707	0.018595	0.002401	0.002675	0.002357	0.002307	0.002342	0.002782	0.009824	0.009014	0.006666	0.003443	0.004063	0.008941	-4695.489
16900	0.000642	0.000624	0.012578	0.002965	0.003963	0.001279	0.001695	0.001430	0.005095	0.009729	0.009597	0.008564	0.004220	0.001723	0.009595	-4698.786
17000	0.000942	0.000915	0.003058	0.003101	0.002710	0.001317	0.000861	0.002102	0.001493	0.014074	0.013547	0.009729	0.005604	0.005178	0.010287	-4706.678
17100	0.001006	0.001422	0.007988	0.009871	0.003402	0.002653	0.001583	0.001171	0.001251	0.009568	0.006064	0.003406	0.002891	0.002458	0.007351	-4695.572
17200	0.001672	0.000642	0.007278	0.003288	0.004993	0.000986	0.002548	0.001838	0.001493	0.008202	0.007942	0.007272	0.003573	0.004946	0.007974	-4703.370
17300	0.001025	0.001261	0.004708	0.003882	0.002167	0.004743	0.003762	0.001930	0.009717	0.009965	0.008885	0.005153	0.003549	0.003963	0.004249	-4698.136
17400	0.000816	0.000881	0.010249	0.012905	0.003401	0.001171	0.001432	0.001846	0.004216	0.007640	0.007401	0.006179	0.003439	0.003906	0.004015	-4691.720
17500	0.000775	0.002483	0.006754	0.011176	0.003749	0.001831	0.002151	0.002547	0.001949	0.008049	0.008011	0.007128	0.003746	0.001293	0.007526	-4694.189
17600	0.000850	0.001570	0.007938	0.008409	0.001040	0.000875	0.001306	0.003448	0.004265	0.007690	0.006347	0.004953	0.003797	0.002587	0.006191	-4705.601
17700	0.001382	0.000813	0.006265	0.003608	0.003584	0.003737	0.000938	0.001162	0.001681	0.010276	0.010188	0.005925	0.004149	0.003741	0.008696	-4688.948
17800	0.000881	0.000890	0.008999	0.003945	0.001277	0.000997	0.002438	0.003050	0.001072	0.009577	0.009246	0.005813	0.003465	0.003152	0.008480	-4702.479
17900	0.001029	0.000810	0.018398	0.004507	0.004173	0.004022	0.002712	0.002400	0.003482	0.008848	0.004673	0.003517	0.002218	0.000570	0.005507	-4697.410
18000	0.001793	0.000969	0.010116	0.004120	0.010260	0.001292	0.001307	0.001239	0.001518	0.008560	0.006715	0.006040	0.003172	0.003345	0.006410	-4693.735
18100	0.001117	0.002345	0.002751	0.002722	0.001319	0.000802	0.002618	0.001593	0.003089	0.008312	0.008150	0.007509	0.002772	0.001354	0.006489	-4706.761
18200	0.000898	0.003013	0.004485	0.006640	0.009465	0.001078	0.002332	0.001209	0.003900	0.007028	0.006260	0.004830	0.004459	0.003087	0.006458	-4696.844
18300	0.002024	0.003212	0.004117	0.006682	0.005070	0.003792	0.003504	0.010780	0.008387	0.006211	0.005870	0.005412	0.004117	0.004776	0.005450	-4706.822
18400	0.002115	0.001240	0.003020	0.005605	0.003003	0.005318	0.001656	0.001673	0.001565	0.005619	0.005288	0.004739	0.002936	0.003124	0.005594	-4699.854
18500	0.000832	0.001991	0.019086	0.002350	0.002878	0.027181	0.002467	0.002300	0.002614	0.007334	0.006994	0.006895	0.003378	0.005650	0.006958	-4693.650
18600	0.000851	0.001162	0.006548	0.004476	0.003125	0.009435	0.002698	0.003724	0.001661	0.007544	0.007335	0.006677	0.003716	0.005948	0.006574	-4689.256
18700	0.001795	0.001236	0.015424	0.004553	0.001503	0.005920	0.001326	0.011862	0.001141	0.011398	0.010087	0.006174	0.003863	0.005922	0.010228	-4694.675
18800	0.001300	0.001423	0.006695	0.001948	0.002138	0.001209	0.001126	0.003614	0.002069	0.012212	0.011572	0.007545	0.003809	0.007113	0.007090	-4705.712
18900	0.001915	0.001703	0.010153	0.002956	0.003360	0.001011	0.002487	0.003993	0.008473	0.007274	0.005755	0.004433	0.003203	0.002425	0.001742	-4701.749
19000	0.001867	0.001065	0.007805	0.005041	0.001617	0.002140	0.004079	0.002737	0.003210	0.007726	0.007173	0.005894	0.005024	0.003126	0.006661	-4695.499
19100	0.002098	0.001354	0.008358	0.005655	0.005020	0.002398	0.002119	0.001170	0.004331	0.008698	0.008673	0.007143	0.004836	0.004112	0.003603	-4697.527
19200	0.001436	0.001732	0.005620	0.005258	0.004500	0.001777	0.001186	0.002264	0.002272	0.010451	0.007877	0.007013	0.004533	0.003787	0.008683	-4700.005
19300	0.002691	0.001995	0.005633	0.009570	0.000900	0.001528	0.001655	0.001342	0.005727	0.007689	0.007600	0.005570	0.004811	0.001959	0.005981	-4697.938
19400	0.001413	0.001775	0.007026	0.006743	0.005479	0.004634	0.003634	0.001462	0.002550	0.007790	0.007719	0.006012	0.004512	0.004821	0.006010	-4694.224
19500	0.000882	0.001655	0.008268	0.005705	0.002011	0.001705	0.001811	0.002044	0.003515	0.006714	0.006371	0.006276	0.002335	0.003347	0.003841	-4694.359
19600	0.001037	0.001873	0.017223	0.006251	0.006384	0.001780	0.001508	0.001549	0.003953	0.007945	0.005683	0.005596	0.003446	0.003985	0.005083	-4701.274
19700	0.001684	0.002837	0.004845	0.006992	0.001286	0.003501	0.001084	0.001356	0.001656	0.007159	0.006534	0.005638	0.004134	0.003656	0.004193	-4700.322
19800	0.002389	0.001672	0.004342	0.012215	0.003642	0.001301	0.002069	0.002643	0.002448	0.007629	0.006655	0.006106	0.003824	0.004810	0.003142	-4693.761
19900	0.000781	0.001698	0.011263	0.005103	0.001273	0.003093	0.003592	0.005611	0.007910	0.006845	0.006647	0.004770	0.004256	0.001200	0.002035	-4702.053
20000	0.001353	0.002184	0.002624	0.006737	0.003213	0.002630	0.001908	0.002430	0.002416	0.009044	0.009028	0.008612	0.003080	0.005836	0.007853	-4698.684
20100	0.000549	0.001347	0.004310	0.004049	0.002221	0.002893	0.001550	0.003302	0.000773	0.009536	0.009050	0.006116	0.002960	0.003615	0.008988	-4690.988
20200	0.000826	0.001259	0.007283	0.006466	0.001496	0.002966	0.001395	0.001023	0.002279	0.008268	0.008193	0.005013	0.002873	0.003958	0.007509	-4691.702
20300	0.001535	0.000934	0.004751	0.004658	0.007643	0.001773	0.001676	0.002898	0.003391	0.007830	0.007703	0.004923	0.003136	0.002748	0.005023	-4701.179
20400	0.001350	0.003818	0.007264	0.003041	0.002464	0.001013	0.002781	0.001515	0.004453	0.010449	0.010072	0.006867	0.005109	0.005644	0.007176	-4702.452
20500	0.001426	0.002335	0.008049	0.003656	0.003110	0.001031	0.004164	0.000810	0.002120	0.010088	0.008577	0.006334	0.002699	0.004599	0.007758	-4700.171
20600	0.000555	0.002351	0.010608	0.003090	0.005902	0.003574	0.001604	0.001608	0.001874	0.009088	0.008536	0.005573	0.003414	0.003354	0.006916	-4696.479
20700	0.001087	0.002002	0.008259	0.004241	0.004219	0.003660	0.001156	0.003976	0.005092	0.006866	0.006594	0.005725	0.004048	0.004019	0.003810	-4688.620
20800	0.001087	0.002282	0.006803	0.004056	0.001137	0.001808	0.001155	0.002455	0.001542	0.007652	0.007126	0.004278	0.003372	0.001218	0.006349	-4698.170
20900	0.001241	0.002070	0.014204	0.003224	0.030482	0.001628	0.000998	0.000797	0.002234	0.010525	0.007890	0.006399	0.002719	0.003764	0.010139	-4695.509
21000	0.000908	0.002605	0.015532	0.003517	0.004497	0.002073	0.001172	0.003433	0.001984	0.010108	0.009566	0.005752	0.004018	0.003656	0.009657	-4690.322
21100	0.001646	0.001183	0.005277	0.002702	0.004203	0.003810	0.001540	0.003245	0.006127	0.009234	0.008218	0.007057	0.002420	0.003377	0.002383	-4704.242
21200	0.000942	0.001155	0.010780	0.004457	0.006024	0.002107	0.001048	0.001535	0.001874	0.011080	0.010466	0.008354	0.006620	0.003422	0.005951	-4704.842
21300	0.000818	0.001631	0.004143	0.003601	0.001743	0.002534	0.001072	0.003011	0.002748	0.009699	0.009463	0.007693	0.003646	0.005265	0.008521	-4698.732
21400	0.001619	0.002553	0.005410	0.003693	0.002447	0.002274	0.002432	0.001115	0.001807	0.009194	0.007654	0.006781	0.004328	0.004892	0.006323	-4690.158
21500	0.001221	0.000883	0.003600	0.007920	0.005417	0.002826	0.001282	0.001402	0.004753	0.007538	0.007102	0.005831	0.002356	0.001673	0.005705	-4699.785
21600	0.000722	0.001349	0.010689	0.002008	0.005998	0.002999	0.000721	0.001479	0.006762	0.006882	0.006181	0.005195	0.003677	0.002069	0.006500	-4697.233
21700	0.000912	0.000900	0.006314	0.007839	0.002361	0.002631	0.004566	0.003895	0.002443	0.005520	0.005244	0.004996	0.002107	0.002986	0.004744	-4697.192
21800	0.001807	0.001300	0.004346	0.006803	0.001373	0.002899	0.001787	0.001415	0.004325	0.009464	0.009427	0.003949	0.003032	0.003673	0.005350	-4704.685
21900	0.000874	0.003635	0.006403	0.008500	0.002002	0.001131	0.002405	0.002049	0.001314	0.007043	0.006904	0.006077	0.001996	0.003845	0.006964	-4694.516
22000	0.000924	0.001951	0.004882	0.004134	0.005288	0.000813	0.001547	0.002487	0.006855	0.008526	0.007060	0.006184	0.004567	0.002322	0.006334	-4698.786
22100	0.001568	0.001859	0.005329	0.004501	0.003500	0.002656	0.005189	0.001591	0.003507	0.009167	0.008755	0.005082	0.003546	0.001195	0.007161	-4704.382
22200	0.001221	0.001741	0.006969	0.009744	0.001657	0.000988	0.001251	0.000832	0.008034	0.008363	0.007123	0.006674	0.002835	0.003441	0.006170	-4696.448
22300	0.001300	0.001263	0.006330	0.002366	0.004362	0.002292	0.001004	0.002218	0.003393	0.007484	0.006824	0.005847	0.003180	0.002314	0.004694	-4699.471
22400	0.001841	0.001195	0.004734	0.002620	0.003878	0.003725	0.001006	0.014992	0.004871	0.007688	0.006464	0.005226	0.002994	0.003793	0.006753	-4694.368
22500	0.002474	0.001228	0.011327	0.001713	0.003202	0.004800	0.001721	0.001591	0.001811	0.009572	0.008709	0.005810	0.003419	0.004123	0.007536	-4702.329
22600	0.001331	0.003170	0.006535	0.005144	0.004688	0.001074	0.002741	0.003369	0.001163	0.011003	0.009643	0.007567	0.006008	0.004694	0.010322	-4693.891
22700	0.000907	0.001228	0.004487	0.002478	0.002754	0.001312	0.002345	0.002380	0.003063	0.009429	0.006803	0.005963	0.005313	0.004264	0.006160	-4692.964
22800	0.001433	0.000851	0.002415	0.005526	0.003489	0.001916	0.002737	0.002525	0.000955	0.007714	0.006339	0.004420	0.002480	0.002804	0.005466	-4696.697
22900	0.000782	0.002747	0.004313	0.005135	0.004417	0.001495	0.001163	0.001075	0.002847	0.008003	0.007653	0.006702	0.006213	0.003411	0.005412	-4689.430
23000	0.001456	0.001397	0.005314	0.002997	0.002119	0.002193	0.004272	0.001232	0.002266	0.009442	0.008046	0.004711	0.004098	0.002937	0.007360	-4691.768
23100	0.000635	0.001810	0.006971	0.010151	0.001500	0.003158	0.002186	0.004279	0.001206	0.009291	0.009046	0.007255	0.004667	0.003318	0.008084	-4702.138
23200	0.000761	0.001405	0.007596	0.005271	0.003189	0.003991	0.001306	0.001901	0.001401	0.008926	0.008668	0.006434	0.004229	0.005248	0.008301	-4690.941
23300	0.000657	0.002185	0.004061	0.003428	0.004701	0.004195	0.002582	0.002480	0.003455	0.009496	0.006846	0.005488	0.004352	0.005448	0.008554	-4694.781
23400	0.001805	0.004924	0.010212	0.001877	0.002411	0.001939	0.001193	0.002770	0.003809	0.009385	0.008836	0.004332	0.003033	0.004074	0.005425	-4698.718
23500	0.001790	0.001783	0.005927	0.002996	0.002272	0.002952	0.004910	0.001795	0.001080	0.009563	0.009495	0.006997	0.003671	0.004854	0.009109	-4692.724
23600	0.001286	0.001127	0.006573	0.012436	0.001254	0.000731	0.000833	0.002217	0.001495	0.008101	0.008078	0.007468	0.004117	0.003986	0.007197	-4696.296
23700	0.001533	0.004064	0.007680	0.005765	0.006026	0.001924	0.001420	0.001889	0.001382	0.006759	0.006014	0.005234	0.003546	0.003264	0.005968	-4693.528
23800	0.001375	0.000805	0.003586	0.004243	0.004260	0.002721	0.001863	0.000970	0.001995	0.005831	0.005604	0.004448	0.002861	0.004075	0.005548	-4705.838
23900	0.001235	0.002780	0.004432	0.004329	0.002655	0.001818	0.001354	0.000894	0.002227	0.007436	0.007393	0.005130	0.003894	0.002223	0.007382	-4691.321
24000	0.001643	0.002273	0.005570	0.003564	0.009856	0.003651	0.001295	0.002335	0.002445	0.009183	0.007704	0.005642	0.003452	0.005073	0.002013	-4706.240
24100	0.001011	0.001135	0.009530	0.002184	0.002471	0.003043	0.000956	0.000819	0.004526	0.007938	0.007877	0.006274	0.003956	0.004730	0.001144	-4691.300
24200	0.001498	0.001090	0.007443	0.003324	0.003407	0.002752	0.001414	0.000649	0.001691	0.007317	0.006357	0.006208	0.003419	0.002910	0.007038	-4706.740
24300	0.001030	0.001440	0.008144	0.003713	0.003996	0.002446	0.002109	0.002413	0.005812	0.008709	0.008185	0.006019	0.003975	0.002269	0.007422	-4699.902
24400	0.001087	0.001428	0.003483	0.004769	0.001853	0.002942	0.001898	0.001980	0.002726	0.008736	0.007923	0.006819	0.003692	0.004604	0.002082	-4703.670
24500	0.001479	0.000766	0.005717	0.009255	0.001348	0.003345	0.001195	0.003286	0.003360	0.007848	0.006249	0.005391	0.003124	0.001355	0.006500	-4703.014
24600	0.001553	0.001427	0.017660	0.009460	0.001689	0.001378	0.000944	0.001345	0.001676	0.008462	0.008257	0.006750	0.005991	0.003978	0.008045	-4692.587
24700	0.001261	0.002032	0.009469	0.004552	0.005415	0.002044	0.001465	0.001447	0.002775	0.009589	0.009456	0.007387	0.005310	0.004127	0.008152	-4697.832
24800	0.001315	0.001297	0.006560	0.004480	0.002763	0.005770	0.001905	0.001196	0.001902	0.006773	0.006575	0.005364	0.003419	0.003497	0.004506	-4701.462
24900	0.001224	0.001758	0.006057	0.003156	0.001493	0.003157	0.002056	0.001764	0.000846	0.007215	0.006245	0.005764	0.003120	0.004402	0.006857	-4695.586
25000	0.001436	0.002286	0.004628	0.003271	0.003460	0.001639	0.001632	0.002633	0.003757	0.009170	0.008481	0.007227	0.004253	0.005197	0.005991	-4697.206
25100	0.000885	0.001472	0.007287	0.004660	0.006325	0.003167	0.003543	0.001809	0.004141	0.008424	0.007649	0.004722	0.003014	0.003587	0.005271	-4697.854
25200	0.000553	0.000995	0.007909	0.002187	0.017602	0.000623	0.001118	0.001099	0.001956	0.009987	0.007491	0.006660	0.005106	0.003182	0.008331	-4702.558
25300	0.001002	0.001809	0.005446	0.002873	0.003021	0.002368	0.002459	0.001644	0.005945	0.009316	0.008078	0.006624	0.004838	0.003693	0.002962	-4689.874
25400	0.002047	0.000852	0.013011	0.003951	0.009346	0.003715	0.001456	0.002235	0.001555	0.010013	0.009381	0.006643	0.003680	0.004528	0.007229	-4699.476
25500	0.000962	0.001215	0.007829	0.006743	0.003865	0.001773	0.001492	0.002107	0.001667	0.010146	0.008195	0.007166	0.004403	0.005123	0.008484	-4686.252
25600	0.000535	0.001529	0.007247	0.006285	0.001185	0.003514	0.001980	0.002717	0.003258	0.009408	0.009092	0.006741	0.003316	0.003609	0.007984	-4697.275
25700	0.001832	0.001256	0.014896	0.003859	0.003331	0.001787	0.001689	0.003027	0.000895	0.008483	0.007862	0.005059	0.003021	0.004399	0.007076	-4693.621
25800	0.001535	0.001075	0.005567	0.003292	0.001934	0.003119	0.002675	0.002665	0.001246	0.007525	0.007279	0.006458	0.003254	0.001955	0.007468	-4690.201
25900	0.001814	0.001028	0.006036	0.004471	0.002276	0.004048	0.003638	0.002167	0.003935	0.009074	0.009051	0.006575	0.004970	0.005574	0.007603	-4695.856
26000	0.000710	0.001337	0.012737	0.004689	0.003323	0.005281	0.001149	0.001037	0.001730	0.010003	0.009322	0.005442	0.003178	0.003036	0.008934	-4696.183
26100	0.000910	0.001285	0.012097	0.004174	0.001985	0.002506	0.003297	0.005313	0.003312	0.010210	0.009843	0.007946	0.004115	0.005037	0.007268	-4690.361
26200	0.001897	0.001765	0.008374	0.007235	0.002400	0.001280	0.001284	0.001194	0.006447	0.008407	0.006917	0.006783	0.004580	0.005005	0.002302	-4698.344
26300	0.001044	0.001714	0.006238	0.006916	0.002157	0.005008	0.002268	0.005277	0.002023	0.007806	0.006884	0.005425	0.004381	0.002246	0.004274	-4694.841
26400	0.001915	0.000848	0.011109	0.006196	0.002222	0.002206	0.001989	0.001860	0.001643	0.007520	0.006785	0.005922	0.004000	0.003046	0.003015	-4705.814
26500	0.001794	0.001206	0.008197	0.003180	0.001362	0.002190	0.001872	0.002800	0.001218	0.009027	0.008885	0.005762	0.003247	0.003830	0.005676	-4694.165
26600	0.002138	0.001820	0.004893	0.006444	0.001396	0.001483	0.001675	0.001975	0.007146	0.008755	0.008634	0.006411	0.004372	0.003922	0.007729	-4700.340
26700	0.001470	0.001455	0.004494	0.005683	0.001800	0.002995	0.002433	0.004530	0.002135	0.007418	0.007385	0.006080	0.003021	0.001730	0.006158	-4706.352
26800	0.001881	0.001430	0.012322	0.007568	0.007797	0.001843	0.002329	0.003595	0.000738	0.006444	0.006187	0.005241	0.003089	0.003542	0.005957	-4694.007
26900	0.001048	0.001058	0.010529	0.003450	0.004457	0.002612	0.001909	0.003277	0.002598	0.008790	0.007726	0.005267	0.004175	0.002901	0.007449	-4696.059
27000	0.001099	0.001161	0.006486	0.003271	0.002362	0.003328	0.000846	0.002993	0.002472	0.009580	0.008931	0.006023	0.004810	0.002810	0.006346	-4693.943
27100	0.002070	0.002545	0.003151	0.003422	0.002297	0.001843	0.001237	0.003862	0.002837	0.009786	0.008233	0.006226	0.003460	0.005291	0.007268	-4697.575
27200	0.000845	0.001128	0.011025	0.002413	0.001510	0.001567	0.002470	0.001274	0.002546	0.008150	0.008107	0.005862	0.001934	0.003374	0.006362	-4695.453
27300	0.000544	0.001734	0.010344	0.004946	0.001391	0.002325	0.001420	0.001652	0.002965	0.007824	0.007373	0.006342	0.003887	0.001939	0.004962	-4692.347
27400	0.001002	0.000818	0.005449	0.010288	0.018285	0.002845	0.001018	0.001718	0.004680	0.007599	0.005131	0.004784	0.003021	0.001796	0.006751	-4691.626
27500	0.000910	0.001238	0.009938	0.003032	0.002353	0.007221	0.002165	0.002739	0.002166	0.011640	0.009186	0.008257	0.004315	0.004471	0.009477	-4702.199
27600	0.001663	0.000988	0.015251	0.002721	0.004667	0.002224	0.001759	0.001251	0.001679	0.010587	0.010266	0.006104	0.004161	0.000915	0.009574	-4699.617
27700	0.001027	0.001190	0.008015	0.005704	0.004702	0.001090	0.001633	0.001341	0.009500	0.007462	0.006776	0.006472	0.003298	0.003381	0.001816	-4695.726
27800	0.001098	0.001451	0.004802	0.008554	0.002511	0.001193	0.003281	0.003406	0.002645	0.006273	0.005569	0.005556	0.002714	0.001230	0.004805	-4692.614
27900	0.000835	0.001233	0.020077	0.005197	0.002634	0.002346	0.003548	0.002040	0.002537	0.008762	0.008341	0.006672	0.003118	0.004814	0.008702	-4692.381
28000	0.000732	0.001434	0.008561	0.007714	0.002326	0.002739	0.001698	0.003059	0.005256	0.007718	0.007578	0.004259	0.003818	0.002779	0.000518	-4693.612
28100	0.000898	0.002249	0.009302	0.007681	0.004386	0.001653	0.001129	0.001590	0.001442	0.008135	0.007030	0.006234	0.004537	0.005203	0.005435	-4694.805
28200	0.001867	0.001060	0.006950	0.006045	0.003335	0.001907	0.005395	0.002648	0.003025	0.009465	0.008758	0.007122	0.003294	0.004331	0.008016	-4717.884
28300	0.000991	0.001721	0.011103	0.004161	0.009984	0.001816	0.002738	0.007011	0.002132	0.007272	0.006301	0.005796	0.003744	0.004867	0.006262	-4697.909
28400	0.001080	0.000971	0.006950	0.003967	0.002513	0.002832	0.001520	0.036484	0.004975	0.009310	0.007165	0.005913	0.003584	0.005025	0.007516	-4686.942
28500	0.000985	0.003174	0.009804	0.002759	0.004042	0.001685	0.001325	0.069895	0.001745	0.010026	0.007560	0.005554	0.002479	0.005338	0.007030	-4709.012
28600	0.001193	0.001961	0.004437	0.003052	0.006247	0.001754	0.004090	0.034809	0.001288	0.008202	0.008150	0.006102	0.002810	0.005048	0.005536	-4697.759
28700	0.001280	0.002307	0.003306	0.007252	0.001140	0.001750	0.003329	0.079637	0.000849	0.009539	0.009416	0.007493	0.004346	0.003317	0.008404	-4704.674
28800	0.000887	0.000936	0.013851	0.008026	0.001629	0.002927	0.009744	0.036035	0.007772	0.007496	0.007162	0.006695	0.001790	0.003084	0.004624	-4684.954
28900	0.001714	0.001892	0.011429	0.008039	0.002509	0.007958	0.003573	0.020168	0.014240	0.007325	0.007038	0.006796	0.002880	0.006452	0.003482	-4699.151
29000	0.001988	0.001080	0.013754	0.004278	0.004181	0.003772	0.002390	0.002470	0.004587	0.005829	0.005315	0.004646	0.003544	0.003261	0.001533	-4689.260
29100	0.000910	0.000956	0.005538	0.004967	0.001673	0.001254	0.000792	0.000675	0.008360	0.006834	0.006535	0.004572	0.003253	0.003017	0.003246	-4695.697
29200	0.001262	0.001671	0.003057	0.005698	0.001372	0.001921	0.002279	0.001118	0.003621	0.008070	0.007793	0.006605	0.002576	0.003816	0.006964	-4702.867
29300	0.000963	0.001392	0.009712	0.003259	0.001376	0.001848	0.001760	0.001729	0.001817	0.007608	0.007545	0.006471	0.004881	0.002207	0.005453	-4706.504
29400	0.001084	0.001477	0.004107	0.003102	0.000903	0.000488	0.001654	0.005339	0.002951	0.009374	0.009354	0.006289	0.004805	0.002503	0.008681	-4697.344
29500	0.001090	0.001024	0.006291	0.005369	0.006234	0.001030	0.000840	0.003019	0.002828	0.008770	0.008763	0.007322	0.005720	0.001003	0.007636	-4693.559
29600	0.001646	0.001354	0.009976	0.003933	0.002444	0.002506	0.001614	0.001814	0.002690	0.010169	0.010122	0.006423	0.001963	0.004985	0.008995	-4699.630
29700	0.000877	0.000808	0.014349	0.002229	0.008197	0.000917	0.000990	0.002703	0.005383	0.007654	0.006910	0.005323	0.003250	0.002042	0.004495	-4692.312
