Gen	theta_1ABCDEF	theta_2GHIJKLM	theta_3NOPRTUV	theta_8ABCDEFNOPRTUVSXZGHIJKLMY	theta_9ABCDEFNOPRTUVSXZ	theta_10NOPRTUVSXZ	theta_11NOPRTUVS	theta_12XZ	theta_13GHIJKLMY	tau_8ABCDEFNOPRTUVSXZGHIJKLMY	tau_9ABCDEFNOPRTUVSXZ	tau_10NOPRTUVSXZ	tau_11NOPRTUVS	tau_12XZ	tau_13GHIJKLMY	lnL
875200	0.000999	0.001846	0.026477	0.002642	0.001650	0.001695	0.000594	0.001252	0.003346	0.008905	0.007753	0.006752	0.004873	0.004351	0.003326	-4697.131
875300	0.001738	0.000684	0.006569	0.003118	0.010806	0.004707	0.002318	0.001351	0.006766	0.009088	0.008815	0.006400	0.004168	0.004530	0.008055	-4700.335
875400	0.001571	0.001355	0.004558	0.006754	0.003576	0.003181	0.001679	0.001524	0.001773	0.007390	0.007344	0.005250	0.003645	0.003345	0.006410	-4694.161
875500	0.000519	0.001211	0.007458	0.003226	0.005909	0.001837	0.001107	0.001445	0.001937	0.010871	0.008760	0.005934	0.004824	0.003440	0.006421	-4697.809
875600	0.001145	0.001111	0.005587	0.004607	0.004844	0.002708	0.001329	0.003415	0.001825	0.009804	0.008520	0.006186	0.003650	0.001321	0.008506	-4698.917
875700	0.000908	0.002337	0.004872	0.002494	0.006699	0.001798	0.001388	0.001031	0.001516	0.008798	0.007100	0.005992	0.003926	0.003169	0.007898	-4699.445
875800	0.000829	0.001695	0.006813	0.005166	0.002282	0.002253	0.001199	0.003222	0.001914	0.009441	0.009270	0.007745	0.003131	0.004892	0.009175	-4697.283
875900	0.001137	0.001689	0.009171	0.004336	0.003386	0.006400	0.002121	0.003456	0.004747	0.010074	0.009266	0.005412	0.002078	0.002651	0.007253	-4693.748
876000	0.002067	0.001700	0.006916	0.004444	0.002659	0.001774	0.002190	0.002279	0.005007	0.009277	0.007973	0.004637	0.002874	0.001513	0.008794	-4696.926
876100	0.000865	0.001631	0.006937	0.005585	0.001136	0.002072	0.003936	0.002814	0.005002	0.008970	0.008648	0.005620	0.003012	0.001621	0.006478	-4700.631
876200	0.000753	0.000937	0.006633	0.001438	0.004519	0.003061	0.002265	0.003740	0.001838	0.009401	0.008933	0.005681	0.005000	0.004715	0.007908	-4690.175
876300	0.001743	0.002027	0.010910	0.005865	0.003172	0.000826	0.001819	0.004909	0.002405	0.009129	0.008377	0.008130	0.003549	0.005839	0.006930	-4697.418
876400	0.001190	0.001488	0.011599	0.007774	0.004813	0.001037	0.001598	0.002541	0.006381	0.005967	0.005841	0.005233	0.004258	0.002976	0.003838	-4698.084
876500	0.001205	0.001958	0.005907	0.006737	0.004850	0.001640	0.002118	0.001183	0.001125	0.007522	0.007298	0.005758	0.004677	0.003441	0.007432	-4690.260
876600	0.000920	0.002224	0.009226	0.006882	0.001688	0.001755	0.001795	0.003001	0.006023	0.005659	0.005618	0.003915	0.003196	0.002552	0.004674	-4693.918
876700	0.000642	0.002312	0.006165	0.006703	0.001617	0.017351	0.004121	0.002517	0.006190	0.006170	0.005631	0.004869	0.003733	0.003446	0.005651	-4686.410
876800	0.002130	0.002027	0.009949	0.003584	0.003993	0.013874	0.003335	0.001111	0.006360	0.007785	0.007589	0.007532	0.004657	0.002274	0.003214	-4695.559
876900	0.000816	0.001811	0.011191	0.003381	0.004551	0.024534	0.001445	0.001598	0.001989	0.006092	0.005862	0.005472	0.002219	0.003315	0.003779	-4701.180
877000	0.002457	0.001270	0.009888	0.005282	0.000797	0.069668	0.000929	0.001340	0.007083	0.007760	0.007619	0.006453	0.004826	0.003522	0.002728	-4692.991
877100	0.000910	0.000952	0.005223	0.002972	0.002208	0.030977	0.001465	0.001142	0.021167	0.007297	0.006697	0.005945	0.003450	0.003859	0.006766	-4701.275
877200	0.001255	0.001152	0.005226	0.003126	0.000985	0.032911	0.003920	0.002850	0.002428	0.009564	0.008679	0.006426	0.003583	0.004269	0.008965	-4694.086
877300	0.001310	0.000908	0.002806	0.003417	0.002583	0.000928	0.002809	0.002857	0.001938	0.008439	0.007426	0.007199	0.003444	0.003704	0.005867	-4698.311
877400	0.000840	0.001188	0.009428	0.003856	0.002729	0.001566	0.003481	0.002577	0.001082	0.008401	0.007717	0.006714	0.005280	0.004654	0.006694	-4699.491
877500	0.001498	0.002319	0.004856	0.003730	0.005718	0.004339	0.000925	0.004520	0.002171	0.009149	0.009035	0.004188	0.003339	0.002613	0.008521	-4703.354
877600	0.000897	0.002369	0.007323	0.006425	0.002064	0.001091	0.001512	0.003586	0.002686	0.009208	0.008943	0.007023	0.003504	0.005212	0.007826	-4698.987
877700	0.001270	0.000763	0.010409	0.004254	0.002854	0.002168	0.002060	0.002253	0.005346	0.008488	0.007830	0.007478	0.003054	0.004418	0.004554	-4703.148
877800	0.001405	0.001826	0.005697	0.002400	0.001380	0.001578	0.002229	0.001074	0.003066	0.008637	0.008373	0.005557	0.004056	0.001391	0.007129	-4700.889
877900	0.000768	0.002006	0.004569	0.004327	0.001940	0.001843	0.001171	0.004586	0.001066	0.008366	0.007889	0.004463	0.003147	0.000539	0.006821	-4688.598
878000	0.003329	0.001046	0.009952	0.010665	0.002097	0.001824	0.001293	0.001074	0.002445	0.008779	0.008766	0.005989	0.003769	0.000868	0.005097	-4694.716
878100	0.001889	0.001710	0.004119	0.006786	0.005741	0.002229	0.003214	0.007972	0.001660	0.007960	0.006207	0.004932	0.003802	0.003013	0.007300	-4690.932
878200	0.000763	0.001825	0.004690	0.003272	0.007930	0.001689	0.001365	0.001157	0.001106	0.009041	0.006740	0.006100	0.005045	0.002982	0.007262	-4704.945
878300	0.001885	0.001221	0.004177	0.003574	0.002561	0.002388	0.003167	0.003950	0.001913	0.008985	0.008622	0.004147	0.003007	0.002754	0.008017	-4696.165
878400	0.000859	0.001170	0.011278	0.004586	0.002847	0.002066	0.001680	0.002484	0.002257	0.009036	0.008540	0.007238	0.003390	0.005002	0.006815	-4692.110
878500	0.001077	0.002434	0.007788	0.001620	0.004457	0.003034	0.001532	0.002890	0.005771	0.010435	0.009599	0.006777	0.003813	0.000646	0.007741	-4709.532
878600	0.001253	0.001028	0.005900	0.006331	0.002059	0.001113	0.002226	0.003333	0.001265	0.008477	0.006456	0.005309	0.004801	0.001834	0.005419	-4695.222
878700	0.001229	0.000917	0.003526	0.006522	0.003762	0.002600	0.002291	0.002015	0.003162	0.007314	0.006935	0.005946	0.003500	0.000513	0.005571	-4701.355
878800	0.001012	0.000928	0.005201	0.004460	0.001999	0.002507	0.002030	0.002181	0.003206	0.007212	0.007008	0.006212	0.005130	0.003726	0.002234	-4697.095
878900	0.000880	0.001622	0.007608	0.003773	0.004304	0.001691	0.004275	0.014323	0.004336	0.009178	0.008578	0.003602	0.002414	0.001438	0.005850	-4697.373
879000	0.001269	0.002286	0.007092	0.003374	0.002575	0.002840	0.002745	0.001732	0.005283	0.008339	0.006950	0.006463	0.003226	0.003342	0.006158	-4692.690
879100	0.002471	0.002144	0.008125	0.005490	0.001678	0.003696	0.005873	0.001476	0.001144	0.007573	0.007538	0.004645	0.002921	0.003019	0.006271	-4694.641
879200	0.002375	0.001855	0.003377	0.008563	0.004113	0.003461	0.001166	0.001604	0.003721	0.007291	0.007221	0.005390	0.003943	0.003689	0.005160	-4694.766
879300	0.001229	0.002317	0.007729	0.003594	0.004190	0.001931	0.003252	0.001962	0.001039	0.008577	0.008479	0.006520	0.003229	0.005027	0.008186	-4697.785
879400	0.000877	0.001143	0.010060	0.009033	0.004395	0.003046	0.000707	0.002795	0.006144	0.011094	0.006440	0.006408	0.004004	0.004147	0.009615	-4697.551
879500	0.001877	0.002301	0.006191	0.004331	0.002220	0.001523	0.001924	0.001066	0.005650	0.009909	0.007884	0.007054	0.002164	0.003129	0.003238	-4697.989
879600	0.001864	0.001327	0.008321	0.003229	0.006281	0.005536	0.000715	0.001878	0.006791	0.010526	0.010046	0.006582	0.004849	0.003391	0.003243	-4691.086
879700	0.000983	0.000685	0.006824	0.005841	0.010814	0.001150	0.001103	0.001093	0.001534	0.009449	0.008804	0.006188	0.003499	0.003794	0.008569	-4704.054
879800	0.002397	0.000642	0.005773	0.003207	0.029527	0.002411	0.001707	0.000974	0.002040	0.008928	0.007115	0.004923	0.003912	0.002509	0.005378	-4686.316
879900	0.001681	0.001396	0.007910	0.003666	0.000707	0.001496	0.002304	0.002823	0.002245	0.009721	0.009705	0.006581	0.004072	0.001840	0.006068	-4703.302
880000	0.000984	0.002489	0.003464	0.005581	0.001623	0.001425	0.001764	0.002417	0.001400	0.008834	0.008473	0.006530	0.004292	0.004557	0.007797	-4699.874
880100	0.001005	0.001709	0.003834	0.006197	0.003050	0.001980	0.002383	0.001025	0.004008	0.007962	0.007722	0.004771	0.003233	0.004064	0.004668	-4694.895
880200	0.000793	0.001080	0.004618	0.003340	0.002523	0.001664	0.004020	0.000671	0.001273	0.007637	0.007615	0.004853	0.004619	0.002978	0.007477	-4689.033
880300	0.000570	0.001474	0.007835	0.003456	0.002872	0.001593	0.000914	0.002335	0.002755	0.009649	0.008067	0.006542	0.003184	0.005008	0.007991	-4702.783
880400	0.000837	0.001447	0.004261	0.007044	0.002035	0.001641	0.001642	0.001666	0.007364	0.007902	0.007744	0.005815	0.003748	0.002811	0.006075	-4694.663
880500	0.001097	0.001950	0.004350	0.002841	0.004036	0.001266	0.003024	0.004388	0.003563	0.010089	0.009947	0.008630	0.005202	0.003481	0.007789	-4700.205
880600	0.001227	0.002087	0.010171	0.005147	0.021109	0.000698	0.001278	0.003088	0.001489	0.007644	0.006334	0.005320	0.002399	0.004934	0.004811	-4700.187
880700	0.001454	0.001030	0.007222	0.005167	0.005637	0.002745	0.001676	0.003823	0.001460	0.006944	0.005892	0.005886	0.004311	0.000427	0.004759	-4693.761
880800	0.001517	0.002907	0.022784	0.004058	0.003580	0.001139	0.002140	0.004577	0.001412	0.008306	0.007636	0.006753	0.004431	0.004094	0.007659	-4695.262
880900	0.001348	0.002001	0.023626	0.004766	0.002773	0.003230	0.001747	0.001366	0.001306	0.011712	0.011389	0.006542	0.004037	0.004924	0.010620	-4696.451
881000	0.000745	0.001228	0.004355	0.002632	0.003137	0.003154	0.002019	0.002228	0.002272	0.009119	0.008214	0.003991	0.002937	0.002908	0.007172	-4697.275
881100	0.001425	0.003014	0.004621	0.002859	0.011645	0.001293	0.001383	0.002012	0.012982	0.009337	0.009058	0.007251	0.005208	0.004551	0.006283	-4705.574
881200	0.001125	0.003053	0.005820	0.003755	0.001672	0.001316	0.003761	0.003874	0.006380	0.006894	0.006514	0.006122	0.002766	0.000055	0.004537	-4689.514
881300	0.000924	0.003153	0.005194	0.003506	0.003297	0.001997	0.002207	0.001363	0.003858	0.008899	0.007893	0.004304	0.003565	0.000214	0.006613	-4716.275
881400	0.000932	0.002652	0.004465	0.009112	0.003962	0.002282	0.002557	0.001074	0.002361	0.011044	0.010869	0.005222	0.003227	0.000985	0.010279	-4698.427
881500	0.000943	0.003089	0.010514	0.008633	0.004769	0.001203	0.002637	0.001810	0.001400	0.009709	0.008524	0.005447	0.005123	0.001750	0.007635	-4704.836
881600	0.000810	0.002626	0.002770	0.005381	0.002260	0.003670	0.003149	0.001937	0.002428	0.008997	0.008453	0.005068	0.003461	0.000857	0.004322	-4700.858
881700	0.001188	0.000793	0.006738	0.003709	0.004010	0.001480	0.002327	0.003294	0.001456	0.008627	0.008341	0.006919	0.003836	0.000166	0.007540	-4687.424
881800	0.001363	0.000906	0.025010	0.006752	0.001404	0.002009	0.000960	0.001433	0.001396	0.009621	0.008057	0.006832	0.004273	0.004544	0.007647	-4700.856
881900	0.000525	0.002550	0.013008	0.010982	0.004833	0.001563	0.001910	0.002877	0.001222	0.012166	0.011491	0.008287	0.004682	0.000812	0.009341	-4698.220
882000	0.001100	0.002961	0.010146	0.003264	0.003595	0.002138	0.001507	0.001517	0.003222	0.008002	0.005794	0.005278	0.003647	0.002176	0.006288	-4692.224
882100	0.001130	0.001571	0.010843	0.006660	0.009184	0.002229	0.000766	0.004904	0.005342	0.010061	0.008393	0.004868	0.003618	0.003813	0.009939	-4699.901
882200	0.001431	0.000978	0.005854	0.003186	0.000770	0.002285	0.001464	0.001076	0.002759	0.009875	0.009763	0.006130	0.003925	0.002284	0.008472	-4706.323
882300	0.000791	0.002223	0.017893	0.003291	0.008060	0.002292	0.001228	0.001648	0.003262	0.009257	0.007947	0.007870	0.003821	0.004992	0.006145	-4699.616
882400	0.000747	0.003225	0.008673	0.005358	0.002502	0.002081	0.001659	0.002188	0.002923	0.010487	0.009097	0.008957	0.004160	0.005940	0.008047	-4695.868
882500	0.001160	0.002670	0.003338	0.003854	0.004446	0.001539	0.002148	0.002363	0.009656	0.008822	0.008801	0.005754	0.003527	0.001548	0.004374	-4691.207
882600	0.001200	0.001619	0.008084	0.005619	0.005915	0.002798	0.004122	0.001733	0.001619	0.007751	0.007691	0.004141	0.003641	0.001307	0.006411	-4692.328
882700	0.001619	0.001279	0.006199	0.002358	0.002284	0.001848	0.002164	0.006034	0.000997	0.009118	0.008768	0.007158	0.004249	0.004735	0.007562	-4715.257
882800	0.000915	0.001413	0.009362	0.012542	0.001441	0.004529	0.003550	0.001548	0.013392	0.006689	0.006139	0.005416	0.002569	0.003975	0.005906	-4703.428
882900	0.001781	0.001109	0.003824	0.002836	0.001054	0.005305	0.000850	0.002012	0.004050	0.007779	0.007386	0.006036	0.004965	0.004175	0.006498	-4691.797
883000	0.000644	0.002134	0.009194	0.003459	0.001620	0.003803	0.001639	0.001728	0.001054	0.007410	0.007226	0.005351	0.002734	0.003266	0.005144	-4694.376
883100	0.000836	0.001978	0.009537	0.006569	0.001361	0.004663	0.000679	0.001763	0.006159	0.009033	0.008151	0.007489	0.002957	0.003262	0.002996	-4696.659
883200	0.000818	0.001080	0.004500	0.008093	0.003105	0.003157	0.002596	0.004741	0.001478	0.007319	0.006435	0.005728	0.003888	0.001476	0.006675	-4693.938
883300	0.001181	0.001455	0.004995	0.007919	0.002158	0.001296	0.001566	0.002094	0.001094	0.007871	0.007729	0.006708	0.005182	0.002436	0.007687	-4694.224
883400	0.000619	0.001457	0.008607	0.006281	0.003134	0.001116	0.001510	0.003648	0.002930	0.006062	0.005837	0.005001	0.003157	0.000194	0.003638	-4693.772
883500	0.000697	0.002804	0.012991	0.004143	0.000880	0.001272	0.005671	0.003317	0.017963	0.008833	0.008713	0.007694	0.002541	0.004740	0.003177	-4689.528
883600	0.002219	0.001160	0.047224	0.004606	0.012371	0.004726	0.002732	0.002824	0.004067	0.008071	0.007778	0.006671	0.003782	0.004414	0.006333	-4694.937
883700	0.001062	0.001901	0.037002	0.004768	0.004555	0.001628	0.002061	0.001907	0.003920	0.007525	0.006339	0.004670	0.002962	0.002603	0.006540	-4693.592
883800	0.001274	0.002111	0.034528	0.004957	0.004441	0.001119	0.002120	0.002197	0.005839	0.008095	0.006832	0.006192	0.003230	0.004503	0.005721	-4689.057
883900	0.001850	0.000731	0.029610	0.004634	0.002446	0.001321	0.002355	0.002272	0.004476	0.009619	0.009331	0.005877	0.004784	0.004823	0.007360	-4702.133
884000	0.001049	0.001347	0.007909	0.005172	0.004069	0.002655	0.001826	0.001623	0.003171	0.010321	0.010306	0.006729	0.002593	0.004773	0.004464	-4705.650
884100	0.001228	0.001885	0.005922	0.005270	0.004348	0.001282	0.002214	0.002647	0.002520	0.007349	0.006674	0.006584	0.003485	0.005069	0.007087	-4694.303
884200	0.001257	0.002258	0.004025	0.006216	0.001574	0.003090	0.001715	0.004074	0.001773	0.007411	0.007119	0.006376	0.003505	0.001146	0.005530	-4704.068
884300	0.002020	0.001032	0.007264	0.005912	0.002283	0.002528	0.001961	0.009254	0.001576	0.006808	0.006674	0.005162	0.002271	0.003873	0.002424	-4694.772
884400	0.002614	0.001183	0.007019	0.004057	0.002164	0.000748	0.002755	0.006810	0.005357	0.008114	0.007390	0.007042	0.005017	0.002452	0.006287	-4700.808
884500	0.000906	0.001479	0.009920	0.003093	0.003208	0.002370	0.002696	0.002207	0.002954	0.007342	0.007317	0.005911	0.003797	0.003134	0.004504	-4701.754
884600	0.002212	0.001286	0.003952	0.002938	0.001587	0.007197	0.005339	0.006541	0.002609	0.008908	0.008386	0.007057	0.003458	0.003481	0.007884	-4695.316
884700	0.000758	0.001347	0.003900	0.004230	0.004352	0.002330	0.004837	0.003736	0.003182	0.008017	0.007501	0.007117	0.003939	0.003824	0.006294	-4694.705
884800	0.003610	0.001126	0.002157	0.009373	0.001819	0.002183	0.002232	0.001171	0.002298	0.005725	0.005469	0.005416	0.003461	0.004285	0.005723	-4692.299
884900	0.000885	0.001420	0.006102	0.005747	0.002379	0.001619	0.004638	0.005710	0.002104	0.006200	0.005971	0.004968	0.003626	0.003907	0.005716	-4695.936
885000	0.001875	0.003178	0.010984	0.005017	0.001563	0.002545	0.001764	0.002010	0.004456	0.007170	0.006692	0.006573	0.003817	0.004722	0.006644	-4700.829
885100	0.001058	0.001387	0.013142	0.004748	0.004589	0.002038	0.001088	0.004030	0.007302	0.006650	0.006221	0.006200	0.005247	0.003937	0.001490	-4698.989
885200	0.001034	0.000636	0.004766	0.004852	0.002812	0.007451	0.000653	0.003184	0.004512	0.007663	0.007452	0.006847	0.003802	0.002842	0.006253	-4699.386
885300	0.001721	0.000988	0.005342	0.004379	0.001396	0.002231	0.001912	0.003509	0.002610	0.008063	0.007054	0.005801	0.003268	0.002616	0.007761	-4699.835
885400	0.001896	0.002274	0.013890	0.002210	0.003242	0.001447	0.005107	0.004075	0.002832	0.009123	0.008486	0.005700	0.002413	0.003277	0.006100	-4696.739
885500	0.000799	0.001884	0.017568	0.005131	0.002460	0.001740	0.001213	0.004086	0.007469	0.006462	0.005728	0.004181	0.002010	0.001795	0.002052	-4698.741
885600	0.001412	0.001484	0.012088	0.004942	0.000947	0.002105	0.001316	0.000998	0.002842	0.007871	0.007472	0.006028	0.004626	0.004685	0.007279	-4693.856
885700	0.001909	0.000872	0.006283	0.005011	0.003990	0.001821	0.003500	0.001065	0.002757	0.008280	0.007485	0.006090	0.003757	0.002193	0.004895	-4693.492
885800	0.001126	0.001108	0.006734	0.003872	0.006004	0.001433	0.001314	0.001975	0.001919	0.009310	0.009040	0.005619	0.003947	0.002744	0.006740	-4692.829
885900	0.001468	0.000796	0.010584	0.010742	0.007248	0.001764	0.000998	0.004376	0.001813	0.007701	0.007145	0.003599	0.002866	0.000544	0.007106	-4700.789
886000	0.000884	0.002447	0.005776	0.002230	0.002732	0.002965	0.001298	0.001336	0.003844	0.008740	0.007504	0.005703	0.004628	0.002623	0.007484	-4685.560
886100	0.001431	0.001316	0.010817	0.004799	0.006205	0.000778	0.002098	0.001632	0.005554	0.007700	0.006610	0.005904	0.004520	0.003992	0.005210	-4698.471
886200	0.001336	0.000999	0.006109	0.004798	0.006382	0.001709	0.001717	0.001460	0.002554	0.009722	0.009250	0.006447	0.005069	0.004649	0.005509	-4703.041
886300	0.000943	0.001141	0.007953	0.005976	0.001215	0.002787	0.004648	0.001528	0.002253	0.009137	0.009121	0.006170	0.005466	0.004403	0.006287	-4695.852
886400	0.000839	0.001652	0.003153	0.003914	0.003507	0.002984	0.003723	0.002885	0.002970	0.009872	0.009625	0.005004	0.003362	0.002224	0.008006	-4688.292
886500	0.003468	0.001406	0.006384	0.007687	0.003427	0.002468	0.001778	0.001587	0.003200	0.008662	0.007811	0.006612	0.003980	0.003184	0.004924	-4701.469
886600	0.001047	0.001528	0.003692	0.010093	0.001699	0.003682	0.001049	0.000702	0.013718	0.006915	0.005792	0.005337	0.003640	0.004298	0.001180	-4688.215
886700	0.001191	0.001329	0.003766	0.006145	0.004884	0.001375	0.001009	0.002456	0.004605	0.007466	0.005851	0.005379	0.003602	0.002203	0.002785	-4699.014
886800	0.001075	0.001572	0.004628	0.006092	0.002342	0.001485	0.005712	0.002147	0.003126	0.006811	0.006505	0.004297	0.003066	0.002203	0.005707	-4697.814
886900	0.001395	0.001297	0.004526	0.007080	0.002023	0.001986	0.004436	0.004780	0.008790	0.010108	0.009910	0.007602	0.003913	0.002781	0.008140	-4694.640
887000	0.000892	0.004170	0.008138	0.002974	0.001557	0.002921	0.001827	0.001307	0.002383	0.008637	0.008625	0.007126	0.003188	0.003756	0.007843	-4691.066
887100	0.000892	0.003378	0.014090	0.005387	0.001129	0.001273	0.000643	0.001353	0.002368	0.008434	0.007947	0.006390	0.005943	0.005032	0.006552	-4703.386
887200	0.001184	0.002070	0.008646	0.011880	0.002419	0.007963	0.000899	0.002146	0.003162	0.005879	0.005565	0.005549	0.003196	0.004719	0.003268	-4693.768
887300	0.001335	0.001963	0.004038	0.007927	0.006144	0.001712	0.002435	0.002192	0.005464	0.007704	0.007298	0.005361	0.004561	0.002110	0.007601	-4701.915
887400	0.001323	0.002313	0.006109	0.005755	0.001731	0.001990	0.001667	0.001718	0.003912	0.010413	0.009987	0.009418	0.004862	0.003547	0.009332	-4692.018
887500	0.000973	0.001076	0.011237	0.005055	0.000932	0.005408	0.001010	0.002271	0.005902	0.006462	0.005838	0.005636	0.003161	0.003715	0.006404	-4684.681
887600	0.001887	0.001402	0.015029	0.011097	0.003513	0.005207	0.000908	0.003589	0.001072	0.005912	0.005544	0.004411	0.003344	0.003018	0.005061	-4697.051
887700	0.001701	0.002419	0.003620	0.007308	0.003378	0.001892	0.001274	0.001451	0.002157	0.007147	0.006930	0.005963	0.004118	0.003296	0.005752	-4692.693
887800	0.001122	0.001357	0.014814	0.004999	0.002457	0.001243	0.008532	0.005220	0.001481	0.006397	0.006192	0.005095	0.003239	0.004254	0.005792	-4703.803
887900	0.001664	0.000851	0.021069	0.010184	0.002480	0.001753	0.001844	0.001340	0.007091	0.008320	0.007045	0.006001	0.003193	0.004109	0.004707	-4700.145
888000	0.001321	0.000978	0.007119	0.004197	0.002462	0.010843	0.001847	0.002265	0.002496	0.010275	0.010245	0.006924	0.004930	0.000776	0.007725	-4696.151
888100	0.000755	0.003570	0.006457	0.009260	0.002479	0.002527	0.002079	0.000985	0.001554	0.007342	0.006756	0.006166	0.003004	0.000059	0.006573	-4698.716
888200	0.001557	0.002577	0.006850	0.008688	0.006258	0.001901	0.001318	0.002889	0.005354	0.007164	0.005451	0.005181	0.003958	0.000056	0.005193	-4693.917
888300	0.000882	0.002455	0.007936	0.003566	0.000925	0.001975	0.001346	0.004026	0.006517	0.007661	0.007443	0.005866	0.003077	0.003028	0.006585	-4689.249
888400	0.000912	0.000836	0.003740	0.003306	0.019998	0.001053	0.003618	0.001479	0.006601	0.010803	0.008931	0.005402	0.003169	0.003836	0.002180	-4695.735
888500	0.000932	0.002776	0.006876	0.004136	0.008597	0.001298	0.001463	0.003458	0.001850	0.008765	0.007960	0.007505	0.004766	0.002988	0.005103	-4687.689
888600	0.000806	0.001546	0.005521	0.006394	0.001456	0.003777	0.002476	0.001464	0.002839	0.006641	0.005911	0.005687	0.002947	0.001725	0.006215	-4693.024
888700	0.000935	0.002580	0.005207	0.003065	0.003005	0.001378	0.000858	0.003247	0.002872	0.007379	0.006674	0.005625	0.003329	0.001174	0.005902	-4693.221
888800	0.001050	0.001756	0.017373	0.005654	0.002867	0.001411	0.001252	0.002058	0.002005	0.008157	0.007166	0.006269	0.003927	0.004207	0.005962	-4704.536
888900	0.001282	0.001519	0.010202	0.004132	0.001812	0.003271	0.001803	0.002899	0.001098	0.008061	0.007976	0.006084	0.002041	0.004392	0.005660	-4695.372
889000	0.000422	0.000919	0.006510	0.004093	0.002503	0.001726	0.004499	0.002618	0.002385	0.010059	0.009993	0.005192	0.003034	0.004559	0.005785	-4692.643
889100	0.001654	0.001493	0.006991	0.003806	0.004297	0.001416	0.002305	0.003286	0.002253	0.009025	0.008218	0.006153	0.005709	0.004636	0.006761	-4691.670
889200	0.001484	0.001460	0.005516	0.003596	0.004480	0.005106	0.001407	0.001572	0.002461	0.009429	0.009351	0.006568	0.005943	0.003106	0.008246	-4693.713
889300	0.000742	0.001267	0.007603	0.010856	0.002888	0.001046	0.001801	0.001508	0.001700	0.007816	0.007198	0.006325	0.003766	0.002511	0.007351	-4700.451
889400	0.001257	0.000858	0.019382	0.009019	0.000820	0.003782	0.002739	0.001149	0.001819	0.010060	0.009278	0.007857	0.003482	0.006996	0.009262	-4707.074
889500	0.000662	0.002103	0.014585	0.005970	0.003379	0.002078	0.001251	0.002891	0.002403	0.007909	0.007797	0.005951	0.004224	0.003911	0.005697	-4695.008
889600	0.001124	0.001479	0.004695	0.006870	0.002972	0.003488	0.000781	0.001757	0.003025	0.007808	0.007307	0.005416	0.003774	0.002329	0.006900	-4691.108
889700	0.001380	0.002348	0.004159	0.006536	0.001997	0.002406	0.001643	0.003643	0.002267	0.007219	0.006382	0.005462	0.002554	0.003573	0.007103	-4696.883
889800	0.000939	0.001190	0.006605	0.003575	0.002796	0.002843	0.002662	0.002500	0.006800	0.007298	0.007142	0.004855	0.002953	0.004704	0.004715	-4695.836
889900	0.001247	0.001420	0.007637	0.005472	0.002870	0.002646	0.001848	0.001876	0.003207	0.009768	0.009312	0.006624	0.005253	0.002634	0.006980	-4688.951
890000	0.001321	0.001396	0.010174	0.005779	0.003566	0.003190	0.002428	0.001557	0.002369	0.007315	0.006051	0.003586	0.002007	0.002747	0.005299	-4703.248
890100	0.001028	0.001181	0.009783	0.007959	0.003368	0.001398	0.003806	0.001369	0.003935	0.008052	0.007147	0.006031	0.004223	0.000876	0.004818	-4696.135
890200	0.001066	0.002093	0.005676	0.003577	0.005364	0.001801	0.001560	0.000700	0.005721	0.007017	0.006338	0.006305	0.002891	0.002855	0.004770	-4702.766
890300	0.000537	0.001747	0.021239	0.010177	0.002540	0.001670	0.001995	0.002358	0.001643	0.007479	0.005691	0.005571	0.003991	0.004099	0.006448	-4691.126
890400	0.000559	0.002986	0.004280	0.004628	0.001995	0.001439	0.002468	0.004293	0.003110	0.008149	0.007711	0.007134	0.003668	0.003979	0.004125	-4703.831
890500	0.000686	0.000969	0.002622	0.005643	0.003692	0.001205	0.002168	0.001915	0.003823	0.010359	0.010123	0.008896	0.005694	0.004168	0.006348	-4696.728
890600	0.000756	0.000802	0.004329	0.003471	0.011114	0.002654	0.001221	0.005033	0.001636	0.008279	0.007209	0.006200	0.002755	0.002356	0.007478	-4701.592
890700	0.001035	0.000550	0.006727	0.004724	0.004426	0.001027	0.001196	0.002813	0.005881	0.008814	0.006394	0.004859	0.002817	0.002867	0.003251	-4696.468
890800	0.001365	0.001983	0.012455	0.004656	0.005371	0.001841	0.001728	0.002631	0.002995	0.010134	0.007293	0.005994	0.004431	0.000613	0.006469	-4703.763
890900	0.001031	0.001155	0.007485	0.007849	0.006721	0.001989	0.002134	0.002302	0.001714	0.007668	0.007198	0.004789	0.002099	0.000068	0.006935	-4696.083
891000	0.000865	0.000923	0.003552	0.004082	0.001378	0.002973	0.001846	0.003309	0.003890	0.009453	0.009446	0.007442	0.002914	0.000082	0.006364	-4697.945
891100	0.000719	0.001189	0.003371	0.004914	0.001475	0.002461	0.002005	0.002232	0.003146	0.009395	0.009386	0.007903	0.003595	0.000082	0.006043	-4700.139
891200	0.000737	0.001852	0.002643	0.006953	0.004608	0.001169	0.002910	0.005552	0.002485	0.009370	0.006449	0.006121	0.002510	0.000114	0.004875	-4711.674
891300	0.001072	0.000896	0.009287	0.008741	0.004317	0.002887	0.001547	0.001336	0.002176	0.007338	0.005163	0.004929	0.004042	0.004804	0.006292	-4694.567
891400	0.001370	0.001341	0.003392	0.006797	0.001955	0.005554	0.001129	0.002425	0.003824	0.008060	0.007523	0.005819	0.003919	0.002928	0.005547	-4692.663
